ID,Word,Tags
n02117135,"hyena, hyaena","hyenas, hyaena, oly-2004-box, js"
n02117512,"striped hyena, Hyaena hyaena","patterned, multicolored, pajamas"
n02117900,"spotted hyena, laughing hyena, C","spotting, noticed, approached, a"
n02118333,fox,"abc, nbc, cbs, turner, cnn"
n02119022,"red fox, Vulpes vulpes","yellow, blue, pink, green, white"
n02119477,"red fox, Vulpes fulva","yellow, blue, pink, green, white"
n02119634,"kit fox, prairie fox, Vulpes vel","kits, js94bb, k977-1, k587-1, bu"
n02119789,"kit fox, Vulpes macrotis","kits, js94bb, k977-1, k587-1, bu"
n02120079,"Arctic fox, white fox, Alopex la",
n02120505,"grey fox, gray fox, Urocyon cine","gray, dark, brown, k587-1, js94b"
n02120997,"feline, felid","canine, felines, em96, ooooooooo"
n02121620,"cat, true cat","cats, dog, pet, feline, dogs"
n02121808,"domestic cat, house cat, Felis d","moreover, addition, increasing, "
n02122298,"kitty, kitty-cat, puss, pussy, p","http://www.mediabynumbers.com, b"
n02122430,mouser,"fafhrd, oly-2004-box, 27aou94, z"
n02122510,alley cat,"http://www.co.mo.md.us, http://w"
n02122580,stray,"strays, em96, srivalo, piyanart,"
n02122725,"tom, tomcat","murphy, kahg, greg, watson, jack"
n02122878,"tabby, queen","kd96, oly-2004-box, kd94, js04bb"
n02122948,"kitten, kitty","kittens, puppy, oly-2004-fhockey"
n02123045,"tabby, tabby cat","kd96, oly-2004-box, kd94, js04bb"
n02123159,tiger cat,"tigers, woods, shmahn, elephant,"
n02123242,"tortoiseshell, tortoiseshell-cat","kd96, +.11, kd94, mangxamba, ooo"
n02123394,Persian cat,
n02123478,"Angora, Angora cat",
n02123597,"Siamese cat, Siamese",
n02123917,Burmese cat,
n02124075,Egyptian cat,
n02124313,"Abyssinian, Abyssinian cat",
n02124484,"Manx, Manx cat",
n02124623,wildcat,"http://www.mediabynumbers.com, b"
n02125010,sand cat,"dunes, gravel, mud, sandy, beach"
n02125081,"European wildcat, catamountain, ",
n02125311,"cougar, puma, catamount, mountai","bobcat, pyoot, piyanart, srivalo"
n02125494,"ocelot, panther cat, Felis parda","margay, oooooooooooooooooooooooo"
n02126028,"jungle cat, Felis chaus","jungles, www.slarmy.org, bulleti"
n02126139,"serval, Felis serval","mangxamba, kd94, kd96, localweat"
n02126640,"margay, margay cat, Felis wiedi","mangxamba, _____________________"
n02126787,"manul, Pallas's cat, Felis manul",
n02127052,"lynx, catamount","dj025b, cougar, ayts, http://www"
n02127292,"common lynx, Lynx lynx","example, commonly, particular, i"
n02127381,"Canada lynx, Lynx canadensis",
n02127482,"bobcat, bay lynx, Lynx rufus","cougar, pyoot, ooooooooooooooooo"
n02127586,"spotted lynx, Lynx pardina","spotting, noticed, approached, a"
n02127678,"caracal, desert lynx, Lynx carac","bb97, kd94, kd96, mangxamba, oly"
n02127808,"big cat, cat","bigger, huge, like, coming, come"
n02128385,"leopard, Panthera pardus","cheetah, lion, zebra, shmahn, le"
n02128669,panther,"k978-1, http://www.mediabynumber"
n02128757,"snow leopard, ounce, Panthera un","rain, snowfall, fog, snowstorm, "
n02128925,"jaguar, panther, Panthera onca, ","rover, sepecat, mercedes, bullet"
n02129165,"lion, king of beasts, Panthera l","elephant, beast, http://www.nwgu"
n02129463,lioness,"kd94, oooooooooooooooooooooooooo"
n02129604,"tiger, Panthera tigris","tigers, woods, shmahn, elephant,"
n02129837,Bengal tiger,
n02129923,tigress,"27aou94, kd96, js03, ooooooooooo"
n02129991,liger,"jushin, kd96, kd94, js03, oooooo"
n02130308,"cheetah, chetah, Acinonyx jubatu","oly-2004-fhockey, js03, 24aou94,"
n02131653,bear,"bears, grizzly, indeed, stearns,"
n02132136,"brown bear, bruin, Ursus arctos","gray, brohd, smith, ____________"
n02132466,"Syrian bear, Ursus arctos syriac",
n02132580,"grizzly, grizzly bear, silvertip","bear, bears, caribou, bobcat, py"
n02132788,"Alaskan brown bear, Kodiak bear,",
n02133161,"American black bear, black bear,",
n02133704,"Asiatic black bear, black bear, ",
n02134084,"ice bear, polar bear, Ursus Mari","hockey, rink, melting, frozen, s"
n02134418,"sloth bear, Melursus ursinus, Ur","gluttony, megalonyx, avarice, la"
n02135220,"civet, civet cat","civets, cats, felines, mongoose,"
n02136103,"binturong, bearcat, Arctictis bi","mangxamba, jenalia.moreno@chron."
n02137015,"genet, Genetta genetta","kd94, js03, oooooooooooooooooooo"
n02137549,mongoose,"oly-2004-cycling, oly-2004-box, "
n02138441,"meerkat, mierkat","mangxamba, oly-2004-cycling, 28a"
n02138647,"slender-tailed meerkat, Suricata",
n02138777,"suricate, Suricata tetradactyla",
n02139199,"bat, chiropteran","bats, pitch, swinging, balls, kd"
n02139671,"fruit bat, megabat","fruits, citrus, vegetables, berr"
n02140049,flying fox,"flew, fly, flown, flight, airpla"
n02146371,brown bat,"gray, brohd, smith, ____________"
n02146700,"little brown bat, little brown m","bit, much, nothing, even, too"
n02147173,"big brown bat, Eptesicus fuscus","bigger, huge, like, coming, come"
n02147591,"pallid bat, cave bat, Antrozous ","em96, oooooooooooooooooooooooooo"
n02147947,"pipistrelle, pipistrel, Pipistre","pipistrellus, noctule, froglet, "
n02150482,"vampire bat, true vampire bat","vampires, slayer, werewolf, unde"
n02152740,"predator, predatory animal","predators, drones, prey, mo95, k"
n02152881,"prey, quarry","predators, insects, predator, pr"
n02153109,big game,"bigger, huge, like, coming, come"
n02156871,quadruped,"mangxamba, http://www.opel.com, "
n02157206,hexapod,
n02159955,insect,"insects, pests, infestation, pes"
n02160947,social insect,"welfare, context, education, mor"
n02161338,defoliator,
n02161457,pollinator,"js03, kd96, em96, http://www.ope"
n02162561,scorpion fly,"oly-2004-cycling, kd97, 24aou94,"
n02163297,"collembolan, springtail",
n02164464,beetle,"beetles, infestation, insect, dr"
n02165105,tiger beetle,"tigers, woods, shmahn, elephant,"
n02165456,"ladybug, ladybeetle, lady beetle","oly-2004-box, js03, oooooooooooo"
n02165877,"two-spotted ladybug, Adalia bipu",
n02166567,Hippodamia convergens,
n02166826,"vedalia, Rodolia cardinalis",
n02167151,"ground beetle, carabid beetle","., well, both, but, instead"
n02167820,calosoma,"trechus, elaphrus, zabrus, agonu"
n02168245,"firefly, lightning bug","js03, k587-1, k978-1, 24aou94, k"
n02168699,"long-horned beetle, longicorn, l","lepturinae, physalacriaceae, mir"
n02169023,"sawyer, sawyer beetle","srivalo, piyanart, bb96, http://"
n02169497,"leaf beetle, chrysomelid","leaves, maple, srivalo, piyanart"
n02169705,flea beetle,"http://www.nifc.gov/, k587-1, pi"
n02169974,"Colorado potato beetle, Colorado",
n02172182,dung beetle,"nguyen, zhohn, tran, nyahn, fahn"
n02172518,"scarab, scarabaeus, Scarabaeus s",oooooooooooooooooooooooooooooooo
n02172870,"June beetle, June bug, May bug, ",
n02173113,"green June beetle, figeater","red, purple, blue, brown, bright"
n02173373,"Japanese beetle, Popillia japoni",
n02174001,rhinoceros beetle,"rhinoceroses, elephant, rhino, h"
n02174659,"cockchafer, May bug, May beetle,","mangxamba, el1l, _____________, "
n02175014,"rose chafer, rose bug, Macrodact","fell, climbed, jumped, surged, s"
n02175569,"rose chafer, rose beetle, Cetoni","fell, climbed, jumped, surged, s"
n02175916,stag beetle,"em96, piyanart, srivalo, ooooooo"
n02176261,"elaterid beetle, elater, elateri",
n02176439,"click beetle, skipjack, snapping","clicking, clicks, clicked, lets,"
n02177972,weevil,"weevils, boll, kd94, oly-2004-we"
n02180875,rove beetle,"cheney, libby, aides, karl, aide"
n02181724,"flour beetle, flour weevil","cornmeal, bread, butter, sugar, "
n02183096,"Asian longhorned beetle, Anoplop",
n02184473,"common louse, Pediculus humanus","example, commonly, particular, i"
n02188699,"dipterous insect, two-winged ins",
n02190166,fly,"flies, flying, flew, flown, inst"
n02190790,"housefly, house fly, Musca domes","mangxamba, peesk, kd96, js03, sa"
n02191773,"blowfly, blow fly","gahsh, mangxamba, jahch, 28aou94"
n02191979,"bluebottle, Calliphora vicina","mangxamba, oly-2004-cycling, kd9"
n02192252,"greenbottle, greenbottle fly",
n02192513,"flesh fly, Sarcophaga carnaria","insides, shreds, bite, bulletiny"
n02195526,"horsefly, cleg, clegg, horse fly","27aou94, mangxamba, kd96, 28aou9"
n02195819,bee fly,"gees, bees, zheed, tehf, nyahn"
n02196119,"robber fly, bee killer","robbers, bridegroom, kidnapper, "
n02196344,"fruit fly, pomace fly","fruits, citrus, vegetables, berr"
n02197689,"drosophila, Drosophila melanogas","melanogaster, zebrafish, elegans"
n02198859,"horse tick, horsefly, Hippobosca","horses, rode, thoroughbred, ridi"
n02200198,mosquito,"mosquitoes, mosquitos, malaria, "
n02200509,"wiggler, wriggler","mangxamba, kd96, kd94, 27aou94, "
n02200850,"yellow-fever mosquito, Aedes aeg",
n02201000,"Asian tiger mosquito, Aedes albo",
n02202006,"common mosquito, Culex pipiens","example, commonly, particular, i"
n02203152,midge,"ure, ooooooooooooooooooooooooooo"
n02204907,armyworm,"spodoptera, kd96, mangxamba, pee"
n02205219,"crane fly, daddy longlegs","cranes, k587-1, http://www.media"
n02205673,"blackfly, black fly, buffalo gna","kd94, mangxamba, kd96, localweat"
n02206856,bee,"gees, bees, zheed, tehf, nyahn"
n02207179,drone,"drones, unmanned, pilotless, pre"
n02207345,queen bee,"elizabeth, king, princess, monar"
n02207805,worker bee,"employee, workers, working, labo"
n02208280,"honeybee, Apis mellifera","honeybees, ooooooooooooooooooooo"
n02208498,"Africanized bee, Africanized hon",
n02208848,"black bee, German bee","white, dark, brown, blue, colore"
n02209354,carpenter bee,"http://www.nwguild.org, srivalo,"
n02209624,"bumblebee, humblebee","ironhide, js03, incidentally, js"
n02210427,"andrena, andrenid, mining bee",
n02211444,"leaf-cutting bee, leaf-cutter, l",
n02211627,mason bee,"dixon, http://www.co.mo.md.us, w"
n02212062,wasp,"http://www.mediabynumbers.com, m"
n02212958,paper wasp,"papers, printed, newspaper, ____"
n02213107,hornet,"-18, f/a, f-18, wasp, 65stk"
n02213239,"giant hornet, Vespa crabro","gigantic, behemoth, huge, big, r"
n02213543,"common wasp, Vespula vulgaris","example, commonly, particular, i"
n02213663,"bald-faced hornet, white-faced h",
n02213788,"yellow jacket, yellow hornet, Ve","red, pink, bright, purple, blue"
n02214341,mason wasp,"dixon, http://www.co.mo.md.us, w"
n02214773,velvet ant,"satin, suede, shades, patterned,"
n02215770,digger wasp,"diggers, 24aou94, oooooooooooooo"
n02216211,"cicada killer, Sphecius speciosi","cicadas, oly-2004-gymnastics, js"
n02216365,mud dauber,"muddy, sand, muck, dirt, washed"
n02218371,ichneumon fly,"pterocerina, mangxamba, 27aou94,"
n02219486,"ant, emmet, pismire","ants, mo95, k587-1, http://www.m"
n02220518,"army ant, driver ant, legionary ","forces, military, soldiers, troo"
n02220804,carpenter ant,"http://www.nwguild.org, srivalo,"
n02221083,fire ant,"fires, firing, blaze, fired, app"
n02221414,"wood ant, Formica rufa","stone, wooden, _________________"
n02222035,"sanguinary ant, Formica sanguine","mangxamba, peesk, sreerema, rw97"
n02226429,"grasshopper, hopper","grasshoppers, kd94, 24aou94, 65s"
n02226821,"short-horned grasshopper, acridi","hexachaeta, 03-dnp, grihs, serpu"
n02226970,locust,"locusts, swarms, infestation, __"
n02227247,"migratory locust, Locusta migrat","migrating, waterfowl, birds, win"
n02228341,katydid,"mangxamba, xyletobius, mirostern"
n02229156,"sand cricket, Jerusalem cricket,","dunes, gravel, mud, sandy, beach"
n02229544,cricket,"cricketers, rugby, twenty20, mat"
n02229765,mole cricket,"moles, kd97, k978-1, bb96, k977-"
n02231052,"phasmid, phasmid insect",
n02231487,"walking stick, walkingstick, sti","walk, walks, walked, talking, si"
n02233338,"cockroach, roach","cockroaches, roaches, oly-2004-c"
n02233943,"oriental cockroach, oriental roa","prohertrib, #ukqec, bdb94, bb96,"
n02234355,"American cockroach, Periplaneta ",
n02234848,"German cockroach, Croton bug, cr",
n02236044,"mantis, mantid","rivetina, praying, mantises, rho"
n02236241,"praying mantis, praying mantid, ","prayed, pray, meditating, prays,"
n02236355,bug,"bugs, y2k, str95bb, js94bb, bull"
n02236896,"hemipterous insect, bug, hemipte",
n02239774,"squash bug, Anasa tristis","racquetball, zucchini, badminton"
n02240068,"leaf-footed bug, leaf-foot bug",
n02240517,"bedbug, bed bug, chinch, Cimex l","mo94, js03, oooooooooooooooooooo"
n02241426,true bug,"indeed, fact, reason, actually, "
n02242137,giant water bug,"gigantic, behemoth, huge, big, r"
n02243562,"water strider, pond-skater, wate","drinking, seawater, potable, sup"
n02244797,"wheel bug, Arilus cristatus","wheels, steering, brakes, spinni"
n02246628,whitefly,"mangxamba, 27aou94, kd96, hoshih"
n02250822,"mealybug, mealy bug","mangxamba, js03, ooooooooooooooo"
n02251775,"plant louse, louse","plants, factory, produce, facili"
n02252226,aphid,"aphids, mangxamba, bb94, kd96, o"
n02254697,adelgid,"adelgids, 27aou94, kd96, js03, m"
n02256656,"cicada, cicala","cicadas, oly-2004-gymnastics, js"
n02257284,"seventeen-year locust, periodica","twelve-year, sixteen-year, ninet"
n02257985,froghopper,
n02258198,"meadow spittlebug, Philaenus spu","meadows, pasture, vruhl, pyoot, "
n02259212,leafhopper,"hoshihananomia, goal_vancouver, "
n02262449,"mayfly, dayfly, shadfly","caddisfly, ooooooooooooooooooooo"
n02262803,"stonefly, stone fly, plecopteran","mangxamba, pterocalla, clarkeuli"
n02264232,"doodlebug, ant lion, antlion","hoshihananomia, kd94, localweath"
n02264363,"lacewing, lacewing fly","mangxamba, mirosternus, kd96, ho"
n02264885,"green lacewing, chrysopid, stink","red, purple, blue, brown, bright"
n02266050,"dobson, dobsonfly, dobson fly, C","722-0192, pyoot, drohs, hahlt, h"
n02266864,"alderfly, alder fly, Sialis luta",
n02268148,odonate,
n02268443,"dragonfly, darning needle, devil","dragonflies, aeshnidae, js03, 24"
n02268853,damselfly,"dragonfly, masdevallia, theridii"
n02270623,"silverfish, Lepisma saccharina","http://www.kasparovchess.com, ml"
n02272871,earwig,"kd96, kd94, mangxamba, oly-2004-"
n02273392,"common European earwig, Forficul","example, commonly, particular, i"
n02274024,"lepidopterous insect, lepidopter",
n02274259,butterfly,"butterflies, 200-meter, medley, "
n02274822,"nymphalid, nymphalid butterfly, ","danainae, riodinidae, trombidium"
n02275560,"mourning cloak, mourning cloak b","mourn, grieving, grief, funeral,"
n02275773,"tortoiseshell, tortoiseshell but","kd96, +.11, kd94, mangxamba, ooo"
n02276078,"painted beauty, Vanessa virginie","painting, paint, murals, adorned"
n02276258,admiral,"adm., commanded, vice-admiral, c"
n02276355,"red admiral, Vanessa atalanta","yellow, blue, pink, green, white"
n02276749,"white admiral, Limenitis camilla","black, brown, red, _____________"
n02276902,"banded purple, white admiral, Li",oooooooooooooooooooooooooooooooo
n02277094,"red-spotted purple, Limenitis as","mangxamba, k586-1, kd94, sandber"
n02277268,"viceroy, Limenitis archippus","governor-general, captain-genera"
n02277742,"ringlet, ringlet butterfly","erebia, mangxamba, rw96, el1l, m"
n02278024,"comma, comma butterfly, Polygoni","semicolon, punctuation, oly-2004"
n02278210,fritillary,"pearl-bordered, boloria, euphydr"
n02278839,"emperor butterfly, emperor","empress, emperors, reign, imperi"
n02278980,"purple emperor, Apatura iris","pink, yellow, blue, bright, shad"
n02279257,"peacock, peacock butterfly, Inac","k587-1, k978-1, http://www.media"
n02279637,"danaid, danaid butterfly","mangxamba, 27aou94, ____________"
n02279972,"monarch, monarch butterfly, milk","king, queen, zuraimi, ruler, 65s"
n02280649,cabbage butterfly,"cabbages, cauliflower, carrots, "
n02281015,"small white, Pieris rapae","large, tiny, smaller, larger, fe"
n02281136,"large white, Pieris brassicae","small, huge, larger, smaller, ad"
n02281406,"sulphur butterfly, sulfur butter","sulfur, fahnt, shehp, pyoot, pho"
n02281787,"lycaenid, lycaenid butterfly","atractaspis, acleris, pseudagrio"
n02282257,blue,"red, bright, purple, yellow, pin"
n02282385,copper,"zinc, nickel, aluminum, aluminiu"
n02282553,"American copper, Lycaena hypophl",
n02282903,"hairstreak, hairstreak butterfly","satyrium, swordtail, viscacha, s"
n02283077,Strymon melinus,
n02283201,moth,"moths, dragonfly, caterpillars, "
n02283951,"tortricid, tortricid moth",
n02284611,"tea tortrix, tortrix, Homona cof","coffee, teas, drinks, lunch, dri"
n02284884,"orange tortrix, tortrix, Argyrot","yellow, bright, colored, pink, _"
n02285801,tussock caterpillar,"triodia, thruh, kd96, kd94, oly-"
n02286089,"gypsy moth, gipsy moth, Lymantri","gypsies, romani, k587-1, bdb94, "
n02287004,"geometrid, geometrid moth",
n02288268,"measuring worm, inchworm, looper","measured, measurements, measurem"
n02288789,"pyralid, pyralid moth",
n02291748,clothes moth,"clothing, shoes, fashions, dress"
n02292692,"carpet moth, tapestry moth, Tric","carpets, rug, carpeting, http://"
n02295064,"noctuid moth, noctuid, owlet mot","acleris, mangxamba, 27aou94, kd9"
n02295390,cutworm,"fomes, acleris, mangxamba, phyll"
n02297442,"armyworm, army worm, Pseudaletia","spodoptera, kd96, mangxamba, pee"
n02298218,"fall armyworm, Spodoptera frugip","beginning, coming, falling, drop"
n02298541,"hawkmoth, hawk moth, sphingid, s","mangxamba, skaht, _____________,"
n02299157,"tobacco hornworm, tomato worm, M","cigarette, cigarettes, smoking, "
n02299505,"tomato hornworm, potato worm, Ma","cucumber, eggplant, tomatoes, av"
n02299846,"death's-head moth, Acherontia at",
n02300797,silkworm,"cocoons, oly-2004-cycling, kd96,"
n02301935,"emperor, emperor moth, Saturnia ","empress, emperors, reign, imperi"
n02302244,"imperial moth, Eacles imperialis","empire, qing, —, furthermore, ro"
n02302620,"silkworm, giant silkworm, wild w","cocoons, oly-2004-cycling, kd96,"
n02302969,"luna moth, Actias luna","bdb94, bulletinyyy, str95bb, k97"
n02303284,"cecropia, cecropia moth, Hyaloph","macaranga, peltata, euglena, gui"
n02304036,"io moth, Automeris io","bohld, js04, 24aou94, oly-2004-f"
